Student_ID,Grade,Subject,Feedback_Text,Sentiment_Label
STU11667,Grade 8,English,The teacher explains too fast and it is hard to understand.,Negative
STU11668,Grade 8,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11669,Grade 9,Science,Lessons are acceptable but can be improved.,Neutral
STU11670,Grade 8,English,The subject is okay but could be taught better.,Neutral
STU11671,Grade 6,Science,This subject is taught in a clear and understandable way.,Positive
STU11672,Grade 7,Social Science,The teaching style needs improvement.,Negative
STU11673,Grade 8,Social Science,I feel confused during many classes.,Negative
STU11674,Grade 10,Tamil,Teaching is neither very good nor very bad.,Neutral
STU11675,Grade 9,Tamil,The teacher uses examples that make learning easy.,Positive
STU11676,Grade 10,Social Science,The teacher uses examples that make learning easy.,Positive
STU11677,Grade 7,English,The subject is okay but could be taught better.,Neutral
STU11678,Grade 6,Science,The teacher uses examples that make learning easy.,Positive
STU11679,Grade 6,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU11680,Grade 8,English,I enjoy this subject because the teacher teaches very well.,Positive
STU11681,Grade 8,Mathematics,The teacher explains too fast and it is hard to understand.,Negative
STU11682,Grade 10,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11683,Grade 7,Social Science,More examples are needed to understand the lessons.,Negative
STU11684,Grade 10,Mathematics,The teacher uses examples that make learning easy.,Positive
STU11685,Grade 7,Science,The teaching style needs improvement.,Negative
STU11686,Grade 9,Science,Classes are engaging and doubts are explained patiently.,Positive
STU11687,Grade 6,Science,This subject is taught in a clear and understandable way.,Positive
STU11688,Grade 7,Social Science,This subject is taught in a clear and understandable way.,Positive
STU11689,Grade 7,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU11690,Grade 8,Science,I feel confused during many classes.,Negative
STU11691,Grade 8,English,Teaching is neither very good nor very bad.,Neutral
STU11692,Grade 9,Mathematics,The subject is okay but could be taught better.,Neutral
STU11693,Grade 7,English,I feel confused during many classes.,Negative
STU11694,Grade 10,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU11695,Grade 6,Mathematics,The teaching style needs improvement.,Negative
STU11696,Grade 7,English,I enjoy this subject because the teacher teaches very well.,Positive
STU11697,Grade 9,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU11698,Grade 10,Science,I feel confused during many classes.,Negative
STU11699,Grade 10,Science,Lessons are acceptable but can be improved.,Neutral
STU11700,Grade 8,Science,Classes are sometimes boring and difficult to follow.,Negative
STU11701,Grade 9,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU11702,Grade 7,Social Science,More examples are needed to understand the lessons.,Negative
STU11703,Grade 8,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU11704,Grade 8,English,The teacher explains too fast and it is hard to understand.,Negative
STU11705,Grade 9,Social Science,Classes are average and sometimes interesting.,Neutral
STU11706,Grade 7,Science,Classes are average and sometimes interesting.,Neutral
STU11707,Grade 10,Science,The teacher uses examples that make learning easy.,Positive
STU11708,Grade 9,Mathematics,The teaching style needs improvement.,Negative
STU11709,Grade 7,Science,This subject is taught in a clear and understandable way.,Positive
STU11710,Grade 9,Social Science,The subject is manageable but not very interesting.,Neutral
STU11711,Grade 10,Science,I feel confused during many classes.,Negative
STU11712,Grade 8,English,The teacher explains too fast and it is hard to understand.,Negative
STU11713,Grade 9,Social Science,Lessons are acceptable but can be improved.,Neutral
STU11714,Grade 6,Tamil,I feel confused during many classes.,Negative
STU11715,Grade 9,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU11716,Grade 8,Tamil,The teaching style needs improvement.,Negative
STU11717,Grade 6,Social Science,Teaching is neither very good nor very bad.,Neutral
STU11718,Grade 10,Tamil,Classes are average and sometimes interesting.,Neutral
STU11719,Grade 7,English,The teacher explains too fast and it is hard to understand.,Negative
STU11720,Grade 9,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU11721,Grade 10,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU11722,Grade 6,Social Science,Lessons are acceptable but can be improved.,Neutral
STU11723,Grade 7,English,The teacher explains too fast and it is hard to understand.,Negative
STU11724,Grade 10,Science,Lessons are acceptable but can be improved.,Neutral
STU11725,Grade 9,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11726,Grade 6,Science,Lessons are acceptable but can be improved.,Neutral
STU11727,Grade 9,Science,This subject is taught in a clear and understandable way.,Positive
STU11728,Grade 9,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU11729,Grade 8,Social Science,The subject is okay but could be taught better.,Neutral
STU11730,Grade 7,Science,The subject is manageable but not very interesting.,Neutral
STU11731,Grade 10,English,The subject is okay but could be taught better.,Neutral
STU11732,Grade 9,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11733,Grade 7,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU11734,Grade 8,Tamil,The teacher uses examples that make learning easy.,Positive
STU11735,Grade 10,Science,The subject is manageable but not very interesting.,Neutral
STU11736,Grade 9,Social Science,This subject is taught in a clear and understandable way.,Positive
STU11737,Grade 6,Science,The teaching style needs improvement.,Negative
STU11738,Grade 6,English,This subject is taught in a clear and understandable way.,Positive
STU11739,Grade 10,Science,More examples are needed to understand the lessons.,Negative
STU11740,Grade 6,Tamil,This subject is taught in a clear and understandable way.,Positive
STU11741,Grade 8,Tamil,Classes are engaging and doubts are explained patiently.,Positive
STU11742,Grade 10,Mathematics,I feel confused during many classes.,Negative
STU11743,Grade 10,English,The teaching style needs improvement.,Negative
STU11744,Grade 7,Mathematics,The subject is manageable but not very interesting.,Neutral
STU11745,Grade 6,Science,Teaching is neither very good nor very bad.,Neutral
STU11746,Grade 10,Social Science,The subject is manageable but not very interesting.,Neutral
STU11747,Grade 8,Tamil,This subject is taught in a clear and understandable way.,Positive
STU11748,Grade 9,English,The teacher explains too fast and it is hard to understand.,Negative
STU11749,Grade 6,Science,Classes are sometimes boring and difficult to follow.,Negative
STU11750,Grade 6,Tamil,The teacher uses examples that make learning easy.,Positive
STU11751,Grade 9,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11752,Grade 7,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU11753,Grade 10,Social Science,The teaching style needs improvement.,Negative
STU11754,Grade 8,English,Classes are average and sometimes interesting.,Neutral
STU11755,Grade 7,Science,The subject is okay but could be taught better.,Neutral
STU11756,Grade 10,Tamil,The teacher uses examples that make learning easy.,Positive
STU11757,Grade 9,Tamil,The teacher explains too fast and it is hard to understand.,Negative
STU11758,Grade 7,Mathematics,The teacher uses examples that make learning easy.,Positive
STU11759,Grade 10,Science,The teacher uses examples that make learning easy.,Positive
STU11760,Grade 10,Science,The subject is manageable but not very interesting.,Neutral
STU11761,Grade 9,Mathematics,I feel confused during many classes.,Negative
STU11762,Grade 8,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU11763,Grade 9,Tamil,The teacher explains too fast and it is hard to understand.,Negative
STU11764,Grade 8,English,Lessons are acceptable but can be improved.,Neutral
STU11765,Grade 7,Tamil,More examples are needed to understand the lessons.,Negative
STU11766,Grade 10,Science,The teaching style needs improvement.,Negative
STU11767,Grade 7,Social Science,Teaching is neither very good nor very bad.,Neutral
STU11768,Grade 8,Tamil,The subject is okay but could be taught better.,Neutral
STU11769,Grade 10,English,The subject is okay but could be taught better.,Neutral
STU11770,Grade 6,English,The teaching style needs improvement.,Negative
STU11771,Grade 6,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU11772,Grade 10,Science,The teacher explains too fast and it is hard to understand.,Negative
STU11773,Grade 8,English,Lessons are acceptable but can be improved.,Neutral
STU11774,Grade 9,Social Science,The teacher uses examples that make learning easy.,Positive
STU11775,Grade 7,Social Science,This subject is taught in a clear and understandable way.,Positive
STU11776,Grade 7,English,The subject is okay but could be taught better.,Neutral
STU11777,Grade 9,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU11778,Grade 8,English,Classes are engaging and doubts are explained patiently.,Positive
STU11779,Grade 10,Science,I feel confused during many classes.,Negative
STU11780,Grade 7,Social Science,More examples are needed to understand the lessons.,Negative
STU11781,Grade 6,English,I enjoy this subject because the teacher teaches very well.,Positive
STU11782,Grade 6,English,I feel confused during many classes.,Negative
STU11783,Grade 7,Science,Teaching is neither very good nor very bad.,Neutral
STU11784,Grade 7,Mathematics,The teacher uses examples that make learning easy.,Positive
STU11785,Grade 6,Social Science,This subject is taught in a clear and understandable way.,Positive
STU11786,Grade 8,English,More examples are needed to understand the lessons.,Negative
STU11787,Grade 9,Tamil,The subject is manageable but not very interesting.,Neutral
STU11788,Grade 6,Mathematics,The teaching style needs improvement.,Negative
STU11789,Grade 8,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11790,Grade 10,Social Science,The subject is okay but could be taught better.,Neutral
STU11791,Grade 8,Tamil,Teaching is neither very good nor very bad.,Neutral
STU11792,Grade 10,Mathematics,Classes are average and sometimes interesting.,Neutral
STU11793,Grade 6,Tamil,Classes are average and sometimes interesting.,Neutral
STU11794,Grade 9,Science,The subject is okay but could be taught better.,Neutral
STU11795,Grade 7,Mathematics,The subject is manageable but not very interesting.,Neutral
STU11796,Grade 7,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU11797,Grade 8,English,The subject is manageable but not very interesting.,Neutral
STU11798,Grade 8,Tamil,The teaching style needs improvement.,Negative
STU11799,Grade 7,Mathematics,The subject is okay but could be taught better.,Neutral
STU11800,Grade 10,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU11801,Grade 7,Mathematics,Classes are sometimes boring and difficult to follow.,Negative
STU11802,Grade 10,English,The subject is manageable but not very interesting.,Neutral
STU11803,Grade 6,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU11804,Grade 8,Science,Classes are engaging and doubts are explained patiently.,Positive
STU11805,Grade 10,English,The subject is manageable but not very interesting.,Neutral
STU11806,Grade 10,Science,This subject is taught in a clear and understandable way.,Positive
STU11807,Grade 7,Science,The subject is okay but could be taught better.,Neutral
STU11808,Grade 10,Science,Teaching is neither very good nor very bad.,Neutral
STU11809,Grade 7,English,Classes are sometimes boring and difficult to follow.,Negative
STU11810,Grade 8,Tamil,The subject is okay but could be taught better.,Neutral
STU11811,Grade 9,Tamil,More examples are needed to understand the lessons.,Negative
STU11812,Grade 7,Science,Lessons are acceptable but can be improved.,Neutral
STU11813,Grade 7,Tamil,The subject is okay but could be taught better.,Neutral
STU11814,Grade 6,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU11815,Grade 7,Science,Classes are sometimes boring and difficult to follow.,Negative
STU11816,Grade 9,Tamil,Classes are average and sometimes interesting.,Neutral
STU11817,Grade 9,Science,Classes are sometimes boring and difficult to follow.,Negative
STU11818,Grade 9,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU11819,Grade 10,Social Science,The teacher uses examples that make learning easy.,Positive
STU11820,Grade 8,Tamil,Classes are engaging and doubts are explained patiently.,Positive
STU11821,Grade 7,Tamil,More examples are needed to understand the lessons.,Negative
STU11822,Grade 8,Social Science,The teacher uses examples that make learning easy.,Positive
STU11823,Grade 10,Tamil,The subject is manageable but not very interesting.,Neutral
STU11824,Grade 8,Tamil,The teacher uses examples that make learning easy.,Positive
STU11825,Grade 8,Science,Teaching is neither very good nor very bad.,Neutral
STU11826,Grade 6,Mathematics,Classes are average and sometimes interesting.,Neutral
STU11827,Grade 10,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU11828,Grade 6,Science,Classes are engaging and doubts are explained patiently.,Positive
STU11829,Grade 9,Mathematics,The subject is manageable but not very interesting.,Neutral
STU11830,Grade 7,Science,The teaching style needs improvement.,Negative
STU11831,Grade 8,Tamil,More examples are needed to understand the lessons.,Negative
STU11832,Grade 9,Science,The subject is manageable but not very interesting.,Neutral
STU11833,Grade 9,Social Science,Teaching is neither very good nor very bad.,Neutral
STU11834,Grade 8,Science,Lessons are acceptable but can be improved.,Neutral
STU11835,Grade 8,Social Science,Classes are average and sometimes interesting.,Neutral
STU11836,Grade 8,Science,The teaching style needs improvement.,Negative
STU11837,Grade 8,Social Science,I feel confused during many classes.,Negative
STU11838,Grade 9,Science,The subject is manageable but not very interesting.,Neutral
STU11839,Grade 6,English,Classes are sometimes boring and difficult to follow.,Negative
STU11840,Grade 9,Social Science,I feel confused during many classes.,Negative
STU11841,Grade 9,English,Classes are engaging and doubts are explained patiently.,Positive
STU11842,Grade 10,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU11843,Grade 8,Tamil,The subject is manageable but not very interesting.,Neutral
STU11844,Grade 10,Mathematics,The teacher uses examples that make learning easy.,Positive
STU11845,Grade 9,English,Classes are sometimes boring and difficult to follow.,Negative
STU11846,Grade 10,English,Classes are engaging and doubts are explained patiently.,Positive
STU11847,Grade 10,Social Science,The subject is okay but could be taught better.,Neutral
STU11848,Grade 7,Science,Classes are engaging and doubts are explained patiently.,Positive
STU11849,Grade 7,Social Science,The teacher uses examples that make learning easy.,Positive
STU11850,Grade 6,Tamil,Classes are engaging and doubts are explained patiently.,Positive
STU11851,Grade 6,Tamil,More examples are needed to understand the lessons.,Negative
STU11852,Grade 10,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU11853,Grade 8,Social Science,This subject is taught in a clear and understandable way.,Positive
STU11854,Grade 8,English,Lessons are acceptable but can be improved.,Neutral
STU11855,Grade 10,Science,The teacher explains too fast and it is hard to understand.,Negative
STU11856,Grade 6,Science,This subject is taught in a clear and understandable way.,Positive
STU11857,Grade 6,Science,This subject is taught in a clear and understandable way.,Positive
STU11858,Grade 9,Mathematics,The subject is okay but could be taught better.,Neutral
STU11859,Grade 9,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU11860,Grade 10,English,The subject is okay but could be taught better.,Neutral
STU11861,Grade 9,Tamil,Lessons are acceptable but can be improved.,Neutral
STU11862,Grade 7,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU11863,Grade 9,Science,More examples are needed to understand the lessons.,Negative
STU11864,Grade 9,Social Science,More examples are needed to understand the lessons.,Negative
STU11865,Grade 6,Mathematics,More examples are needed to understand the lessons.,Negative
STU11866,Grade 8,English,Lessons are acceptable but can be improved.,Neutral
STU11867,Grade 6,Mathematics,More examples are needed to understand the lessons.,Negative
STU11868,Grade 8,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11869,Grade 7,Science,Lessons are acceptable but can be improved.,Neutral
STU11870,Grade 7,Tamil,The subject is okay but could be taught better.,Neutral
STU11871,Grade 9,Science,This subject is taught in a clear and understandable way.,Positive
STU11872,Grade 9,Mathematics,The subject is okay but could be taught better.,Neutral
STU11873,Grade 7,Science,The teacher explains too fast and it is hard to understand.,Negative
STU11874,Grade 6,Mathematics,The subject is manageable but not very interesting.,Neutral
STU11875,Grade 7,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU11876,Grade 10,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11877,Grade 9,Mathematics,The subject is okay but could be taught better.,Neutral
STU11878,Grade 6,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU11879,Grade 8,English,The teaching style needs improvement.,Negative
STU11880,Grade 9,Tamil,I feel confused during many classes.,Negative
STU11881,Grade 8,Science,The subject is manageable but not very interesting.,Neutral
STU11882,Grade 8,Social Science,The teaching style needs improvement.,Negative
STU11883,Grade 8,Science,Classes are sometimes boring and difficult to follow.,Negative
STU11884,Grade 8,Social Science,I feel confused during many classes.,Negative
STU11885,Grade 10,English,More examples are needed to understand the lessons.,Negative
STU11886,Grade 9,Tamil,Lessons are acceptable but can be improved.,Neutral
STU11887,Grade 7,Tamil,This subject is taught in a clear and understandable way.,Positive
STU11888,Grade 10,Social Science,More examples are needed to understand the lessons.,Negative
STU11889,Grade 6,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU11890,Grade 8,Mathematics,The teacher uses examples that make learning easy.,Positive
STU11891,Grade 6,Science,More examples are needed to understand the lessons.,Negative
STU11892,Grade 10,Mathematics,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11893,Grade 6,Social Science,More examples are needed to understand the lessons.,Negative
STU11894,Grade 7,Mathematics,The teaching style needs improvement.,Negative
STU11895,Grade 9,English,I enjoy this subject because the teacher teaches very well.,Positive
STU11896,Grade 8,Science,This subject is taught in a clear and understandable way.,Positive
STU11897,Grade 7,English,I enjoy this subject because the teacher teaches very well.,Positive
STU11898,Grade 10,Science,I feel confused during many classes.,Negative
STU11899,Grade 7,Social Science,The subject is manageable but not very interesting.,Neutral
STU11900,Grade 10,Social Science,More examples are needed to understand the lessons.,Negative
STU11901,Grade 9,English,Lessons are acceptable but can be improved.,Neutral
STU11902,Grade 7,Tamil,Lessons are acceptable but can be improved.,Neutral
STU11903,Grade 6,Tamil,Classes are average and sometimes interesting.,Neutral
STU11904,Grade 9,English,The subject is manageable but not very interesting.,Neutral
STU11905,Grade 7,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU11906,Grade 9,Mathematics,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11907,Grade 8,Mathematics,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11908,Grade 6,Social Science,This subject is taught in a clear and understandable way.,Positive
STU11909,Grade 10,Social Science,The teacher uses examples that make learning easy.,Positive
STU11910,Grade 10,Tamil,Classes are average and sometimes interesting.,Neutral
STU11911,Grade 9,Social Science,The teaching style needs improvement.,Negative
STU11912,Grade 7,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU11913,Grade 6,English,More examples are needed to understand the lessons.,Negative
STU11914,Grade 9,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU11915,Grade 10,Tamil,The teacher uses examples that make learning easy.,Positive
STU11916,Grade 9,Tamil,The teacher explains too fast and it is hard to understand.,Negative
STU11917,Grade 8,Tamil,More examples are needed to understand the lessons.,Negative
STU11918,Grade 9,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU11919,Grade 8,Social Science,More examples are needed to understand the lessons.,Negative
STU11920,Grade 8,English,I enjoy this subject because the teacher teaches very well.,Positive
STU11921,Grade 7,Social Science,Lessons are acceptable but can be improved.,Neutral
STU11922,Grade 8,English,The subject is manageable but not very interesting.,Neutral
STU11923,Grade 6,Social Science,The subject is okay but could be taught better.,Neutral
STU11924,Grade 10,Mathematics,Classes are sometimes boring and difficult to follow.,Negative
STU11925,Grade 10,Social Science,Lessons are acceptable but can be improved.,Neutral
STU11926,Grade 6,Social Science,More examples are needed to understand the lessons.,Negative
STU11927,Grade 7,Mathematics,The subject is okay but could be taught better.,Neutral
STU11928,Grade 10,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU11929,Grade 7,Science,More examples are needed to understand the lessons.,Negative
STU11930,Grade 10,English,The subject is okay but could be taught better.,Neutral
STU11931,Grade 8,Social Science,Classes are average and sometimes interesting.,Neutral
STU11932,Grade 8,Science,The teacher uses examples that make learning easy.,Positive
STU11933,Grade 9,Mathematics,Classes are sometimes boring and difficult to follow.,Negative
STU11934,Grade 10,Social Science,I feel confused during many classes.,Negative
STU11935,Grade 8,Mathematics,Classes are average and sometimes interesting.,Neutral
STU11936,Grade 10,English,Classes are engaging and doubts are explained patiently.,Positive
STU11937,Grade 7,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11938,Grade 9,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU11939,Grade 10,Tamil,This subject is taught in a clear and understandable way.,Positive
STU11940,Grade 10,Tamil,The teacher uses examples that make learning easy.,Positive
STU11941,Grade 8,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11942,Grade 7,English,More examples are needed to understand the lessons.,Negative
STU11943,Grade 10,Mathematics,I feel confused during many classes.,Negative
STU11944,Grade 6,English,The subject is okay but could be taught better.,Neutral
STU11945,Grade 7,English,The subject is manageable but not very interesting.,Neutral
STU11946,Grade 10,Tamil,The subject is okay but could be taught better.,Neutral
STU11947,Grade 6,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU11948,Grade 6,Mathematics,The subject is manageable but not very interesting.,Neutral
STU11949,Grade 10,Science,Classes are sometimes boring and difficult to follow.,Negative
STU11950,Grade 7,Science,I feel confused during many classes.,Negative
STU11951,Grade 9,English,The subject is okay but could be taught better.,Neutral
STU11952,Grade 7,Social Science,The teacher uses examples that make learning easy.,Positive
STU11953,Grade 8,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU11954,Grade 7,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU11955,Grade 6,Social Science,Classes are average and sometimes interesting.,Neutral
STU11956,Grade 7,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU11957,Grade 8,Social Science,This subject is taught in a clear and understandable way.,Positive
STU11958,Grade 7,English,More examples are needed to understand the lessons.,Negative
STU11959,Grade 7,Mathematics,Classes are sometimes boring and difficult to follow.,Negative
STU11960,Grade 9,English,The teaching style needs improvement.,Negative
STU11961,Grade 7,Mathematics,The teaching style needs improvement.,Negative
STU11962,Grade 10,Science,Classes are sometimes boring and difficult to follow.,Negative
STU11963,Grade 6,Tamil,More examples are needed to understand the lessons.,Negative
STU11964,Grade 9,Social Science,The teacher uses examples that make learning easy.,Positive
STU11965,Grade 8,Tamil,The subject is manageable but not very interesting.,Neutral
STU11966,Grade 10,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU11967,Grade 7,English,Classes are engaging and doubts are explained patiently.,Positive
STU11968,Grade 7,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU11969,Grade 8,Science,The subject is okay but could be taught better.,Neutral
STU11970,Grade 8,Tamil,The teacher uses examples that make learning easy.,Positive
STU11971,Grade 7,English,The subject is manageable but not very interesting.,Neutral
STU11972,Grade 6,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU11973,Grade 9,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU11974,Grade 6,Science,Classes are average and sometimes interesting.,Neutral
STU11975,Grade 9,English,Teaching is neither very good nor very bad.,Neutral
STU11976,Grade 7,Mathematics,Classes are average and sometimes interesting.,Neutral
STU11977,Grade 7,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU11978,Grade 9,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11979,Grade 8,English,I feel confused during many classes.,Negative
STU11980,Grade 10,Science,More examples are needed to understand the lessons.,Negative
STU11981,Grade 7,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU11982,Grade 9,English,This subject is taught in a clear and understandable way.,Positive
STU11983,Grade 10,Science,The teacher uses examples that make learning easy.,Positive
STU11984,Grade 9,English,Classes are sometimes boring and difficult to follow.,Negative
STU11985,Grade 10,Science,Classes are engaging and doubts are explained patiently.,Positive
STU11986,Grade 7,Social Science,The teacher uses examples that make learning easy.,Positive
STU11987,Grade 8,Social Science,Lessons are acceptable but can be improved.,Neutral
STU11988,Grade 9,Mathematics,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11989,Grade 10,Social Science,The subject is okay but could be taught better.,Neutral
STU11990,Grade 6,Mathematics,Classes are average and sometimes interesting.,Neutral
STU11991,Grade 8,Science,The subject is manageable but not very interesting.,Neutral
STU11992,Grade 9,Mathematics,The subject is manageable but not very interesting.,Neutral
STU11993,Grade 9,Mathematics,The teacher explains lessons clearly and makes the class interesting.,Positive
STU11994,Grade 7,Science,The subject is okay but could be taught better.,Neutral
STU11995,Grade 6,Science,The subject is okay but could be taught better.,Neutral
STU11996,Grade 9,Mathematics,The subject is manageable but not very interesting.,Neutral
STU11997,Grade 7,English,I feel confused during many classes.,Negative
STU11998,Grade 8,Social Science,This subject is taught in a clear and understandable way.,Positive
STU11999,Grade 7,Science,Teaching is neither very good nor very bad.,Neutral
STU12000,Grade 7,Mathematics,The teacher explains too fast and it is hard to understand.,Negative
STU12001,Grade 10,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU12002,Grade 10,English,Classes are average and sometimes interesting.,Neutral
STU12003,Grade 10,Tamil,Classes are engaging and doubts are explained patiently.,Positive
STU12004,Grade 8,Social Science,The subject is okay but could be taught better.,Neutral
STU12005,Grade 8,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU12006,Grade 7,Tamil,More examples are needed to understand the lessons.,Negative
STU12007,Grade 7,English,The teacher explains too fast and it is hard to understand.,Negative
STU12008,Grade 7,Social Science,The teaching style needs improvement.,Negative
STU12009,Grade 10,Social Science,Lessons are acceptable but can be improved.,Neutral
STU12010,Grade 9,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU12011,Grade 7,Mathematics,I feel confused during many classes.,Negative
STU12012,Grade 8,English,Lessons are acceptable but can be improved.,Neutral
STU12013,Grade 6,Science,The teaching style needs improvement.,Negative
STU12014,Grade 8,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU12015,Grade 9,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU12016,Grade 7,Mathematics,The subject is manageable but not very interesting.,Neutral
STU12017,Grade 10,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU12018,Grade 9,Tamil,The subject is okay but could be taught better.,Neutral
STU12019,Grade 6,Social Science,This subject is taught in a clear and understandable way.,Positive
STU12020,Grade 6,Social Science,More examples are needed to understand the lessons.,Negative
STU12021,Grade 9,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU12022,Grade 6,Science,This subject is taught in a clear and understandable way.,Positive
STU12023,Grade 9,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU12024,Grade 7,Social Science,Classes are average and sometimes interesting.,Neutral
STU12025,Grade 6,Tamil,Teaching is neither very good nor very bad.,Neutral
STU12026,Grade 7,Mathematics,The teaching style needs improvement.,Negative
STU12027,Grade 7,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU12028,Grade 8,Mathematics,More examples are needed to understand the lessons.,Negative
STU12029,Grade 6,English,The subject is okay but could be taught better.,Neutral
STU12030,Grade 7,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU12031,Grade 7,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU12032,Grade 8,English,Teaching is neither very good nor very bad.,Neutral
STU12033,Grade 9,Science,I feel confused during many classes.,Negative
STU12034,Grade 9,Tamil,The teacher uses examples that make learning easy.,Positive
STU12035,Grade 10,Mathematics,The subject is manageable but not very interesting.,Neutral
STU12036,Grade 8,Tamil,Lessons are acceptable but can be improved.,Neutral
STU12037,Grade 9,Tamil,More examples are needed to understand the lessons.,Negative
STU12038,Grade 10,English,Classes are engaging and doubts are explained patiently.,Positive
STU12039,Grade 9,Mathematics,The subject is manageable but not very interesting.,Neutral
STU12040,Grade 6,English,Classes are sometimes boring and difficult to follow.,Negative
STU12041,Grade 7,English,The teacher explains too fast and it is hard to understand.,Negative
STU12042,Grade 8,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU12043,Grade 10,Mathematics,I feel confused during many classes.,Negative
STU12044,Grade 6,Social Science,Lessons are acceptable but can be improved.,Neutral
STU12045,Grade 10,Science,Classes are engaging and doubts are explained patiently.,Positive
STU12046,Grade 7,Mathematics,The subject is manageable but not very interesting.,Neutral
STU12047,Grade 6,Science,Classes are average and sometimes interesting.,Neutral
STU12048,Grade 9,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU12049,Grade 8,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU12050,Grade 7,Mathematics,The teacher explains lessons clearly and makes the class interesting.,Positive
STU12051,Grade 8,Mathematics,Classes are average and sometimes interesting.,Neutral
STU12052,Grade 9,Science,Classes are engaging and doubts are explained patiently.,Positive
STU12053,Grade 7,Science,The teacher explains too fast and it is hard to understand.,Negative
STU12054,Grade 6,Tamil,Classes are average and sometimes interesting.,Neutral
STU12055,Grade 9,Tamil,Classes are average and sometimes interesting.,Neutral
STU12056,Grade 8,Tamil,Classes are engaging and doubts are explained patiently.,Positive
